"filename", "language", "JavaScript", "HTML", "CSS", "YAML", "Properties", "JSON", "XML", "comment", "blank", "total"
"/home/michael/Desktop/fastlab-enigma/app/containers/AreasPage/index.js", "JavaScript", 223, 0, 0, 0, 0, 0, 0, 0, 22, 245
"/home/michael/Desktop/fastlab-enigma/app/containers/AreasPage/messages.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 5, 3, 16
"/home/michael/Desktop/fastlab-enigma/app/containers/BusinessContainer/index.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 7, 71
"/home/michael/Desktop/fastlab-enigma/app/containers/BusinessContainer/messages.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 5, 3, 20
"/home/michael/Desktop/fastlab-enigma/app/containers/ComingSoon/Loadable.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 3, 3, 12
"/home/michael/Desktop/fastlab-enigma/app/containers/ComingSoon/index.js", "JavaScript", 104, 0, 0, 0, 0, 0, 0, 2, 18, 124
"/home/michael/Desktop/fastlab-enigma/app/containers/ComingSoon/messages.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 5, 3, 16
"/home/michael/Desktop/fastlab-enigma/app/containers/ContactPage/Loadable.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 3, 3, 12
"/home/michael/Desktop/fastlab-enigma/app/containers/ContactPage/index.js", "JavaScript", 125, 0, 0, 0, 0, 0, 0, 0, 13, 138
"/home/michael/Desktop/fastlab-enigma/app/containers/ContactPage/messages.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 5, 3, 16
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/Loadable.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 3, 3, 12
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/index.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 2, 10, 52
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/AtPrefix.test.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/CenteredSection.test.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/Form.test.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/Input.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/Section.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/actions.test.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/index.test.js", "JavaScript", 104, 0, 0, 0, 0, 0, 0, 3, 14, 121
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/reducer.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 1, 6, 29
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/saga.test.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 6, 13, 58
"/home/michael/Desktop/fastlab-enigma/app/containers/HomePage/tests/selectors.test.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
"/home/michael/Desktop/fastlab-enigma/app/containers/LanguageProvider/actions.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 5, 3, 15
